"SP_BookingNumber","SP_Destination","SP_PaidCurrency","SP_Paid","SP_TourDate"
"S0034140","FUE","PLN","932,71","2020-08-22"
"S0034134","REJ","PLN","688,94","2020-02-05"
"S0034133","REJ","PLN","688,94","2020-01-29"
"S0034130","REJ","PLN","414,85","2020-01-27"
"S0034129","REJ","PLN","459,3","2020-01-29"
"S0034128","REJ","PLN","459,3","2020-01-28"
"S0034127","REJ","PLN","600,05","2020-01-26"
"S0034125","REJ","PLN","444,48","2020-01-24"
"S0034124","TCP","PLN","1045,08","2020-01-26"
"S0034122","ZTH","PLN","256,96","2020-08-12"
"S0034120","FUE","PLN","464,39","2020-01-23"
"S0034118","ZTH","PLN","250,02","2020-08-14"
"S0034115","PFO","PLN","650,05","2020-04-19"
"S0034112","ZTH","PLN","295,16","2020-07-03"
"S0034111","ZTH","PLN","295,16","2020-07-03"
"S0034109","REJ","PLN","585,23","2020-01-24"
"S0034107","FNC","PLN","185,2","2020-08-01"
"S0034106","FNC","PLN","318,54","2020-08-02"
"S0034105","RMF","PLN","904,24","2020-02-13"
"S0034104","REJ","PLN","396,33","2020-03-09"
"S0034103","REJ","PLN","807,47","2020-03-06"
"S0034101","REJ","PLN","903,78","2020-03-08"
"S0034090","RMF","PLN","635,24","2020-02-06"
"S0034087","ZNZ","PLN","2020,99","2020-02-18"
"S0034085","LPA","PLN","437,07","2020-01-23"
"S0034084","REJ","PLN","444,48","2020-02-21"
"S0034083","ACE","PLN","696,58","2020-04-09"
"S0034081","ACE","PLN","722,28","2020-04-06"
"S0034079","RMF","PLN","1808,48","2020-02-16"
"S0034078","RMF","PLN","952,85","2020-02-13"
"S0034076","TFS","PLN","285,21","2020-02-05"
"S0034075","HRG","CZK","177,1","2020-01-28"
"S0034071","TFS","PLN","337,06","2020-02-01"
"S0034070","AYT","PLN","265,76","2020-06-16"
"S0034069","AYT","PLN","360,68","2020-06-17"
"S0034066","REJ","PLN","274,1","2020-02-19"
"S0034065","REJ","PLN","459,3","2020-02-18"
"S0034064","REJ","PLN","325,95","2020-02-17"
"S0034063","REJ","PLN","103,71","2020-02-16"
"S0034062","REJ","PLN","148,16","2020-02-15"
"S0034061","REJ","PLN","303,73","2020-02-14"
"S0034058","RMF","PLN","904,24","2020-02-13"
"S0034056","REJ","PLN","362,99","2020-01-26"
"S0034051","REJ","PLN","181,5","2020-01-26"
"S0034050","REJ","PLN","148,16","2020-01-28"
"S0034049","REJ","PLN","148,16","2020-01-27"
"S0034036","LPA","PLN","1092,68","2020-01-30"
"S0034029","ZTH","PLN","236,13","2020-08-14"
"S0034012","ZTH","PLN","236,13","2020-05-11"
"S0034010","RMI","PLN","732,47","2020-07-28"
"S0034009","RMI","PLN","557,45","2020-07-30"
"S0034008","RMI","PLN","732,47","2020-07-28"
"S0034006","FNC","PLN","466,7","2020-01-24"
"S0034003","TCP","PLN","1567,63","2020-08-16"
"S0034001","FUE","PLN","550,97","2020-01-24"
"S0033996","HER","PLN","347,25","2020-07-04"
"S0033995","REJ","PLN","200,02","2020-01-26"
"S0033994","RMF","PLN","635,24","2020-01-23"
"S0033989","RMI","PLN","693,57","2020-07-30"
"S0033988","RMI","PLN","962,58","2020-07-28"
"S0033983","ZTH","PLN","416,7","2020-10-13"
"S0033982","ZTH","PLN","250,02","2020-10-11"
"S0033976","RKT","PLN","884,79","2020-01-23"
"S0033975","RMI","PLN","563,93","2020-07-09"
"S0033974","RMI","PLN","732,47","2020-07-07"
"S0033971","BCN","PLN","333,36","2020-07-09"
"S0033969","BCN","PLN","322,71","2020-07-07"
"S0033965","AYT","PLN","835,25","2020-09-07"
"S0033964","SLL","PLN","544,49","2020-01-30"
"S0033963","TFS","PLN","422,26","2020-02-29"
"S0033962","TFS","PLN","570,42","2020-03-04"
"S0033959","ZTH","PLN","375,03","2020-08-07"
"S0033956","AGP","PLN","395,86","2020-01-31"
"S0033955","AGP","PLN","430,59","2020-02-01"
"S0033954","KBV","PLN","354,19","2020-01-25"
"S0033953","AGP","PLN","333,36","2020-02-02"
"S0033952","AGP","PLN","333,36","2020-01-26"
"S0033950","SNU","PLN","2387,97","2020-02-15"
"S0033949","HRG","PLN","604,21","2020-02-02"
"S0033947","SLL","PLN","1432,52","2020-02-22"
"S0033946","SLL","PLN","1341,77","2020-02-21"
"S0033945","SLL","PLN","829,7","2020-02-20"
"S0033944","SLL","PLN","777,84","2020-02-17"
"S0033943","SLL","PLN","544,49","2020-02-15"
"S0033942","SLL","PLN","1263,99","2020-02-14"
"S0033941","SLL","PLN","466,7","2020-02-12"
"S0033938","SLL","PLN","388,92","2020-01-30"
"S0033934","TCP","CZK","1439","2020-08-28"
"S0033930","ZNZ","PLN","805,62","2020-02-25"
"S0033927","REJ","PLN","200,02","2020-01-26"
"S0033926","RMF","PLN","317,62","2020-04-09"
"S0033924","RMF","PLN","317,62","2020-04-09"
"S0033922","RMF","PLN","317,62","2020-04-09"
"S0033921","CHQ","PLN","456,05","2020-06-10"
"S0033919","FNC","PLN","563,01","2020-02-03"
"S0033918","ZTH","PLN","250,02","2020-05-22"
"S0033917","ZTH","PLN","208,35","2020-05-23"
"S0033910","ACE","PLN","540,78","2020-01-29"
"S0033897","RHO","PLN","236,13","2020-09-08"
"S0033896","RHO","PLN","409,75","2020-09-07"
"S0033893","SLL","PLN","453,74","2020-01-25"
"S0033891","PFO","PLN","650,05","2020-04-19"
"S0033890","HRG","PLN","604,21","2020-03-17"
"S0033886","SNU","PLN","469,07","2020-02-20"
"S0033884","REJ","PLN","444,48","2020-01-24"
"S0033880","PMO","PLN","543,1","2020-08-26"
"S0033879","NOS","PLN","1282,97","2020-08-30"
"S0033878","AGP","PLN","416,7","2020-02-21"
"S0033876","REJ","PLN","444,48","2020-01-24"
"S0033875","REJ","PLN","600,05","2020-01-26"
"S0033868","RKT","PLN","1166,76","2020-01-22"
"S0033866","ZNZ","PLN","947,99","2020-01-31"
"S0033865","ZNZ","PLN","1687,63","2020-02-11"
"S0033858","RMF","PLN","635,24","2020-01-23"
"S0033857","HER","PLN","263,91","2020-05-26"
"S0033856","HER","PLN","388,92","2020-05-27"
"S0033855","HER","PLN","284,74","2020-05-30"
"S0033850","ZNZ","PLN","805,62","2020-03-10"
"S0033836","RKT","PLN","839,42","2020-02-03"
"S0033833","TCP","PLN","452,81","2020-01-28"
"S0033832","TCP","PLN","1542,35","2020-01-26"
"S0033831","CFU","PLN","416,7","2020-07-08"
"S0033824","SID","PLN","145,84","2020-02-19"
"S0033817","RMF","PLN","615,79","2020-01-20"
"S0033809","ZNZ","PLN","4310,07","2020-09-11"
"S0033807","RMF","PLN","515,32","2020-02-17"
"S0033806","RMF","PLN","1439","2020-02-20"
"S0033805","TCP","PLN","1567,63","2020-01-26"
"S0033802","REJ","PLN","262,98","2020-02-03"
"S0033801","REJ","PLN","444,48","2020-01-31"
"S0033800","HER","PLN","335,67","2020-09-01"
"S0033797","TFS","PLN","570,42","2020-03-04"
"S0033796","TFS","PLN","422,26","2020-02-29"
"S0033795","ZNZ","PLN","1010,5","2020-02-11"
"S0033791","VAR","PLN","1349,88","2020-08-25"
"S0033790","ZNZ","PLN","947,99","2020-01-31"
"S0033789","VAR","PLN","1204,26","2020-08-25"
"S0033778","FUE","PLN","488","2021-07-08"
"S0033776","FUE","PLN","732","2021-07-08"
"S0033769","AGA","PLN","722,28","2020-07-29"
"S0033763","AGA","PLN","666,72","2020-07-27"
"S0033759","FUE","PLN","732","2020-07-09"
"S0033757","FUE","PLN","488","2020-07-09"
"S0033754","ZTH","PLN","312,52","2020-07-03"
"S0033753","FUE","PLN","464,39","2020-01-19"
"S0033750","TCP","PLN","1045,08","2020-02-16"
"S0033747","ZNZ","PLN","402,81","2020-02-11"
"S0033746","ZNZ","PLN","211,82","2020-02-11"
"S0033744","REJ","PLN","229,65","2020-03-04"
"S0033743","REJ","PLN","229,65","2020-03-03"
"S0033742","REJ","PLN","222,24","2020-03-02"
"S0033739","REJ","PLN","262,98","2020-03-01"
"S0033738","REJ","PLN","207,42","2020-02-29"
"S0033737","REJ","PLN","222,24","2020-02-28"
"S0033731","REJ","PLN","444,48","2020-02-14"
"S0033724","TCP","PLN","541,71","2020-01-28"
"S0033720","TCP","PLN","1567,63","2020-01-26"
"S0033718","RMF","EUR","952,85","2020-01-30"
"S0033715","NOS","PLN","1361,22","2020-06-07"
"S0033711","RMF","EUR","1114,9","2020-01-30"
"S0033708","RMI","PLN","1024,16","2020-08-25"
"S0033704","TCP","PLN","1525,96","2020-01-26"
"S0033703","TCP","PLN","1542,35","2020-01-26"
"S0033702","TCP","PLN","452,81","2020-01-28"
"S0033696","RKT","PLN","719,5","2020-01-31"
"S0033695","RKT","PLN","1400,11","2020-01-29"
"S0033694","SNU","PLN","668,06","2020-01-30"
"S0033693","REJ","PLN","444,48","2020-01-24"
"S0033691","CCC","PLN","646,72","2020-01-23"
"S0033686","SNU","PLN","469,07","2020-03-09"
"S0033685","SNU","PLN","938,13","2020-02-01"
"S0033684","SNU","PLN","1272,14","2020-03-05"
"S0033681","SLL","PLN","505,6","2020-01-24"
"S0033679","SLL","PLN","505,6","2020-01-24"
"S0033677","SLL","PLN","311,14","2020-01-22"
"S0033670","ACE","PLN","611,16","2020-01-27"
"S0033668","RKT","PLN","836,18","2020-01-29"
"S0033664","SLL","PLN","388,92","2020-01-30"
"S0033663","SLL","PLN","388,92","2020-01-30"
"S0033659","AGA","PLN","722,28","2020-07-29"
"S0033658","AGA","PLN","666,72","2020-07-27"
