no,effectiveDate,mid,exchange_rate
162/A/NBP/2020,2020-08-20,4.8714,GBP
163/A/NBP/2020,2020-08-21,4.9058,GBP
164/A/NBP/2020,2020-08-24,4.8841,GBP
165/A/NBP/2020,2020-08-25,4.8686,GBP
166/A/NBP/2020,2020-08-26,4.9036,GBP
167/A/NBP/2020,2020-08-27,4.9265,GBP
168/A/NBP/2020,2020-08-28,4.9117,GBP
169/A/NBP/2020,2020-08-31,4.9166,GBP
170/A/NBP/2020,2020-09-01,4.9256,GBP
171/A/NBP/2020,2020-09-02,4.9614,GBP
172/A/NBP/2020,2020-09-03,4.9697,GBP
173/A/NBP/2020,2020-09-04,4.9953,GBP
174/A/NBP/2020,2020-09-07,4.9688,GBP
175/A/NBP/2020,2020-09-08,4.9341,GBP
176/A/NBP/2020,2020-09-09,4.9002,GBP
177/A/NBP/2020,2020-09-10,4.8949,GBP
178/A/NBP/2020,2020-09-11,4.7983,GBP
179/A/NBP/2020,2020-09-14,4.8207,GBP
180/A/NBP/2020,2020-09-15,4.8232,GBP
181/A/NBP/2020,2020-09-16,4.8447,GBP
182/A/NBP/2020,2020-09-17,4.8874,GBP
183/A/NBP/2020,2020-09-18,4.8811,GBP
184/A/NBP/2020,2020-09-21,4.8759,GBP
185/A/NBP/2020,2020-09-22,4.9195,GBP
186/A/NBP/2020,2020-09-23,4.8785,GBP
187/A/NBP/2020,2020-09-24,4.9467,GBP
188/A/NBP/2020,2020-09-25,4.9802,GBP
189/A/NBP/2020,2020-09-28,5.0121,GBP
190/A/NBP/2020,2020-09-29,5.0522,GBP
191/A/NBP/2020,2020-09-30,4.956,GBP
192/A/NBP/2020,2020-10-01,4.9391,GBP
193/A/NBP/2020,2020-10-02,4.9674,GBP
194/A/NBP/2020,2020-10-05,4.9541,GBP
195/A/NBP/2020,2020-10-06,4.9598,GBP
196/A/NBP/2020,2020-10-07,4.9204,GBP
197/A/NBP/2020,2020-10-08,4.946,GBP
198/A/NBP/2020,2020-10-09,4.9089,GBP
199/A/NBP/2020,2020-10-12,4.9364,GBP
200/A/NBP/2020,2020-10-13,4.9554,GBP
201/A/NBP/2020,2020-10-14,4.9429,GBP
202/A/NBP/2020,2020-10-15,5.037,GBP
203/A/NBP/2020,2020-10-16,5.0407,GBP
204/A/NBP/2020,2020-10-19,5.0374,GBP
205/A/NBP/2020,2020-10-20,5.0451,GBP
206/A/NBP/2020,2020-10-21,5.0472,GBP
207/A/NBP/2020,2020-10-22,5.0766,GBP
208/A/NBP/2020,2020-10-23,5.0608,GBP
209/A/NBP/2020,2020-10-26,5.0579,GBP
210/A/NBP/2020,2020-10-27,5.0607,GBP
211/A/NBP/2020,2020-10-28,5.0998,GBP
212/A/NBP/2020,2020-10-29,5.1404,GBP
213/A/NBP/2020,2020-10-30,5.1269,GBP
214/A/NBP/2020,2020-11-02,5.1076,GBP
215/A/NBP/2020,2020-11-03,5.076,GBP
216/A/NBP/2020,2020-11-04,5.0585,GBP
217/A/NBP/2020,2020-11-05,5.0042,GBP
218/A/NBP/2020,2020-11-06,5.0196,GBP
219/A/NBP/2020,2020-11-09,4.9602,GBP
220/A/NBP/2020,2020-11-10,5.0567,GBP
221/A/NBP/2020,2020-11-12,5.0087,GBP
222/A/NBP/2020,2020-11-13,5.0072,GBP
223/A/NBP/2020,2020-11-16,4.9761,GBP
224/A/NBP/2020,2020-11-17,5.0092,GBP
225/A/NBP/2020,2020-11-18,5.0013,GBP
226/A/NBP/2020,2020-11-19,5.0027,GBP
227/A/NBP/2020,2020-11-20,5.0016,GBP
228/A/NBP/2020,2020-11-23,5.0273,GBP
229/A/NBP/2020,2020-11-24,5.0283,GBP
230/A/NBP/2020,2020-11-25,5.0101,GBP
231/A/NBP/2020,2020-11-26,5.0221,GBP
232/A/NBP/2020,2020-11-27,5.0239,GBP
233/A/NBP/2020,2020-11-30,4.9793,GBP
234/A/NBP/2020,2020-12-01,4.9904,GBP
235/A/NBP/2020,2020-12-02,4.9426,GBP
236/A/NBP/2020,2020-12-03,4.9562,GBP
237/A/NBP/2020,2020-12-04,4.9565,GBP
238/A/NBP/2020,2020-12-07,4.9089,GBP
239/A/NBP/2020,2020-12-08,4.927,GBP
240/A/NBP/2020,2020-12-09,4.9289,GBP
241/A/NBP/2020,2020-12-10,4.8708,GBP
242/A/NBP/2020,2020-12-11,4.8418,GBP
243/A/NBP/2020,2020-12-14,4.9004,GBP
244/A/NBP/2020,2020-12-15,4.8684,GBP
245/A/NBP/2020,2020-12-16,4.9108,GBP
246/A/NBP/2020,2020-12-17,4.9251,GBP
247/A/NBP/2020,2020-12-18,4.9012,GBP
248/A/NBP/2020,2020-12-21,4.9024,GBP
249/A/NBP/2020,2020-12-22,4.9515,GBP
250/A/NBP/2020,2020-12-23,4.9542,GBP
251/A/NBP/2020,2020-12-24,5.0286,GBP
252/A/NBP/2020,2020-12-28,4.9656,GBP
253/A/NBP/2020,2020-12-29,4.955,GBP
254/A/NBP/2020,2020-12-30,5.0102,GBP
255/A/NBP/2020,2020-12-31,5.1327,GBP
001/A/NBP/2020,2020-01-02,0.012901,HUF
002/A/NBP/2020,2020-01-03,0.012921,HUF
003/A/NBP/2020,2020-01-07,0.012805,HUF
004/A/NBP/2020,2020-01-08,0.012815,HUF
005/A/NBP/2020,2020-01-09,0.012807,HUF
006/A/NBP/2020,2020-01-10,0.012721,HUF
007/A/NBP/2020,2020-01-13,0.012645,HUF
008/A/NBP/2020,2020-01-14,0.012723,HUF
009/A/NBP/2020,2020-01-15,0.01269,HUF
010/A/NBP/2020,2020-01-16,0.012686,HUF
011/A/NBP/2020,2020-01-17,0.012622,HUF
012/A/NBP/2020,2020-01-20,0.012599,HUF
013/A/NBP/2020,2020-01-21,0.012655,HUF
014/A/NBP/2020,2020-01-22,0.012645,HUF
015/A/NBP/2020,2020-01-23,0.012604,HUF
016/A/NBP/2020,2020-01-24,0.012631,HUF
017/A/NBP/2020,2020-01-27,0.012658,HUF
018/A/NBP/2020,2020-01-28,0.012684,HUF
019/A/NBP/2020,2020-01-29,0.012667,HUF
020/A/NBP/2020,2020-01-30,0.012666,HUF
021/A/NBP/2020,2020-01-31,0.012777,HUF
022/A/NBP/2020,2020-02-03,0.01273,HUF
023/A/NBP/2020,2020-02-04,0.012745,HUF
024/A/NBP/2020,2020-02-05,0.012695,HUF
025/A/NBP/2020,2020-02-06,0.012618,HUF
026/A/NBP/2020,2020-02-07,0.012589,HUF
027/A/NBP/2020,2020-02-10,0.012629,HUF
028/A/NBP/2020,2020-02-11,0.012616,HUF
029/A/NBP/2020,2020-02-12,0.012575,HUF
030/A/NBP/2020,2020-02-13,0.012559,HUF
031/A/NBP/2020,2020-02-14,0.01266,HUF
032/A/NBP/2020,2020-02-17,0.012699,HUF
033/A/NBP/2020,2020-02-18,0.012733,HUF
034/A/NBP/2020,2020-02-19,0.012751,HUF
035/A/NBP/2020,2020-02-20,0.012665,HUF
036/A/NBP/2020,2020-02-21,0.012681,HUF
037/A/NBP/2020,2020-02-24,0.012715,HUF
038/A/NBP/2020,2020-02-25,0.012751,HUF
039/A/NBP/2020,2020-02-26,0.012692,HUF
040/A/NBP/2020,2020-02-27,0.012709,HUF
041/A/NBP/2020,2020-02-28,0.012757,HUF
042/A/NBP/2020,2020-03-02,0.012813,HUF
043/A/NBP/2020,2020-03-03,0.012806,HUF
044/A/NBP/2020,2020-03-04,0.01283,HUF
045/A/NBP/2020,2020-03-05,0.012792,HUF
046/A/NBP/2020,2020-03-06,0.012789,HUF
047/A/NBP/2020,2020-03-09,0.012839,HUF
048/A/NBP/2020,2020-03-10,0.012859,HUF
049/A/NBP/2020,2020-03-11,0.012892,HUF
050/A/NBP/2020,2020-03-12,0.012873,HUF
051/A/NBP/2020,2020-03-13,0.012903,HUF
052/A/NBP/2020,2020-03-16,0.012911,HUF
053/A/NBP/2020,2020-03-17,0.012926,HUF
054/A/NBP/2020,2020-03-18,0.012798,HUF
055/A/NBP/2020,2020-03-19,0.012844,HUF
056/A/NBP/2020,2020-03-20,0.012986,HUF
057/A/NBP/2020,2020-03-23,0.012965,HUF
058/A/NBP/2020,2020-03-24,0.013145,HUF
059/A/NBP/2020,2020-03-25,0.012912,HUF
060/A/NBP/2020,2020-03-26,0.012848,HUF
061/A/NBP/2020,2020-03-27,0.012773,HUF
062/A/NBP/2020,2020-03-30,0.012708,HUF
063/A/NBP/2020,2020-03-31,0.012679,HUF
064/A/NBP/2020,2020-04-01,0.012533,HUF
065/A/NBP/2020,2020-04-02,0.012648,HUF
066/A/NBP/2020,2020-04-03,0.012558,HUF
067/A/NBP/2020,2020-04-06,0.012554,HUF
068/A/NBP/2020,2020-04-07,0.012599,HUF
069/A/NBP/2020,2020-04-08,0.012644,HUF
070/A/NBP/2020,2020-04-09,0.012755,HUF
071/A/NBP/2020,2020-04-10,0.01291,HUF
072/A/NBP/2020,2020-04-14,0.012937,HUF
073/A/NBP/2020,2020-04-15,0.012919,HUF
074/A/NBP/2020,2020-04-16,0.012945,HUF
075/A/NBP/2020,2020-04-17,0.01294,HUF
076/A/NBP/2020,2020-04-20,0.012788,HUF
077/A/NBP/2020,2020-04-21,0.012756,HUF
078/A/NBP/2020,2020-04-22,0.012792,HUF
079/A/NBP/2020,2020-04-23,0.012729,HUF
080/A/NBP/2020,2020-04-24,0.012727,HUF
081/A/NBP/2020,2020-04-27,0.012784,HUF
082/A/NBP/2020,2020-04-28,0.012777,HUF
083/A/NBP/2020,2020-04-29,0.012772,HUF
084/A/NBP/2020,2020-04-30,0.012869,HUF
085/A/NBP/2020,2020-05-04,0.0129,HUF
086/A/NBP/2020,2020-05-05,0.012918,HUF
087/A/NBP/2020,2020-05-06,0.012992,HUF
088/A/NBP/2020,2020-05-07,0.012978,HUF
089/A/NBP/2020,2020-05-08,0.013038,HUF
090/A/NBP/2020,2020-05-11,0.013032,HUF
091/A/NBP/2020,2020-05-12,0.012988,HUF
092/A/NBP/2020,2020-05-13,0.012924,HUF
093/A/NBP/2020,2020-05-14,0.012897,HUF
094/A/NBP/2020,2020-05-15,0.012872,HUF
095/A/NBP/2020,2020-05-18,0.012894,HUF
096/A/NBP/2020,2020-05-19,0.012958,HUF
097/A/NBP/2020,2020-05-20,0.013015,HUF
098/A/NBP/2020,2020-05-21,0.012998,HUF
099/A/NBP/2020,2020-05-22,0.012941,HUF
100/A/NBP/2020,2020-05-25,0.01287,HUF
101/A/NBP/2020,2020-05-26,0.012814,HUF
102/A/NBP/2020,2020-05-27,0.012705,HUF
103/A/NBP/2020,2020-05-28,0.012648,HUF
104/A/NBP/2020,2020-05-29,0.012775,HUF
105/A/NBP/2020,2020-06-01,0.012796,HUF
106/A/NBP/2020,2020-06-02,0.012736,HUF
107/A/NBP/2020,2020-06-03,0.012677,HUF
108/A/NBP/2020,2020-06-04,0.012833,HUF
109/A/NBP/2020,2020-06-05,0.012895,HUF
110/A/NBP/2020,2020-06-08,0.012888,HUF
111/A/NBP/2020,2020-06-09,0.012887,HUF
112/A/NBP/2020,2020-06-10,0.012957,HUF
113/A/NBP/2020,2020-06-12,0.012869,HUF
114/A/NBP/2020,2020-06-15,0.012786,HUF
115/A/NBP/2020,2020-06-16,0.012809,HUF
116/A/NBP/2020,2020-06-17,0.012915,HUF
117/A/NBP/2020,2020-06-18,0.01291,HUF
118/A/NBP/2020,2020-06-19,0.012877,HUF
119/A/NBP/2020,2020-06-22,0.012859,HUF
120/A/NBP/2020,2020-06-23,0.012711,HUF
121/A/NBP/2020,2020-06-24,0.012693,HUF
122/A/NBP/2020,2020-06-25,0.012575,HUF
123/A/NBP/2020,2020-06-26,0.012571,HUF
124/A/NBP/2020,2020-06-29,0.01255,HUF
125/A/NBP/2020,2020-06-30,0.012525,HUF
126/A/NBP/2020,2020-07-01,0.012574,HUF
127/A/NBP/2020,2020-07-02,0.0127,HUF
128/A/NBP/2020,2020-07-03,0.01272,HUF
129/A/NBP/2020,2020-07-06,0.012667,HUF
130/A/NBP/2020,2020-07-07,0.012639,HUF
131/A/NBP/2020,2020-07-08,0.0126,HUF
132/A/NBP/2020,2020-07-09,0.012627,HUF
133/A/NBP/2020,2020-07-10,0.01265,HUF
134/A/NBP/2020,2020-07-13,0.012646,HUF
135/A/NBP/2020,2020-07-14,0.012648,HUF
136/A/NBP/2020,2020-07-15,0.012642,HUF
137/A/NBP/2020,2020-07-16,0.012682,HUF
138/A/NBP/2020,2020-07-17,0.012669,HUF
139/A/NBP/2020,2020-07-20,0.012685,HUF
140/A/NBP/2020,2020-07-21,0.01263,HUF
141/A/NBP/2020,2020-07-22,0.012677,HUF
142/A/NBP/2020,2020-07-23,0.012722,HUF
143/A/NBP/2020,2020-07-24,0.012697,HUF
144/A/NBP/2020,2020-07-27,0.012731,HUF
145/A/NBP/2020,2020-07-28,0.012707,HUF
146/A/NBP/2020,2020-07-29,0.012727,HUF
147/A/NBP/2020,2020-07-30,0.012748,HUF
148/A/NBP/2020,2020-07-31,0.012784,HUF
149/A/NBP/2020,2020-08-03,0.012811,HUF
150/A/NBP/2020,2020-08-04,0.012779,HUF
151/A/NBP/2020,2020-08-05,0.012715,HUF
152/A/NBP/2020,2020-08-06,0.012736,HUF
153/A/NBP/2020,2020-08-07,0.01275,HUF
154/A/NBP/2020,2020-08-10,0.012746,HUF
155/A/NBP/2020,2020-08-11,0.012762,HUF
156/A/NBP/2020,2020-08-12,0.012763,HUF
157/A/NBP/2020,2020-08-13,0.012758,HUF
158/A/NBP/2020,2020-08-14,0.012703,HUF
159/A/NBP/2020,2020-08-17,0.01261,HUF
160/A/NBP/2020,2020-08-18,0.012563,HUF
161/A/NBP/2020,2020-08-19,0.012544,HUF
162/A/NBP/2020,2020-08-20,0.012536,HUF
163/A/NBP/2020,2020-08-21,0.012529,HUF
164/A/NBP/2020,2020-08-24,0.012523,HUF
165/A/NBP/2020,2020-08-25,0.012416,HUF
166/A/NBP/2020,2020-08-26,0.01244,HUF
167/A/NBP/2020,2020-08-27,0.012385,HUF
168/A/NBP/2020,2020-08-28,0.012379,HUF
169/A/NBP/2020,2020-08-31,0.012419,HUF
170/A/NBP/2020,2020-09-01,0.012375,HUF
171/A/NBP/2020,2020-09-02,0.012348,HUF
172/A/NBP/2020,2020-09-03,0.012351,HUF
173/A/NBP/2020,2020-09-04,0.012382,HUF
174/A/NBP/2020,2020-09-07,0.01238,HUF
175/A/NBP/2020,2020-09-08,0.012345,HUF
176/A/NBP/2020,2020-09-09,0.012443,HUF
177/A/NBP/2020,2020-09-10,0.012447,HUF
178/A/NBP/2020,2020-09-11,0.01245,HUF
179/A/NBP/2020,2020-09-14,0.012434,HUF
180/A/NBP/2020,2020-09-15,0.012441,HUF
181/A/NBP/2020,2020-09-16,0.012405,HUF
182/A/NBP/2020,2020-09-17,0.012365,HUF
183/A/NBP/2020,2020-09-18,0.012349,HUF
184/A/NBP/2020,2020-09-21,0.012344,HUF
185/A/NBP/2020,2020-09-22,0.012431,HUF
186/A/NBP/2020,2020-09-23,0.012343,HUF
187/A/NBP/2020,2020-09-24,0.012394,HUF
188/A/NBP/2020,2020-09-25,0.012545,HUF
189/A/NBP/2020,2020-09-28,0.012503,HUF
190/A/NBP/2020,2020-09-29,0.012524,HUF
191/A/NBP/2020,2020-09-30,0.012412,HUF
192/A/NBP/2020,2020-10-01,0.012476,HUF
193/A/NBP/2020,2020-10-02,0.012526,HUF
194/A/NBP/2020,2020-10-05,0.012551,HUF
195/A/NBP/2020,2020-10-06,0.01247,HUF
196/A/NBP/2020,2020-10-07,0.012469,HUF
197/A/NBP/2020,2020-10-08,0.012553,HUF
198/A/NBP/2020,2020-10-09,0.012537,HUF
199/A/NBP/2020,2020-10-12,0.012563,HUF
200/A/NBP/2020,2020-10-13,0.012469,HUF
201/A/NBP/2020,2020-10-14,0.012368,HUF
202/A/NBP/2020,2020-10-15,0.012464,HUF
203/A/NBP/2020,2020-10-16,0.012504,HUF
204/A/NBP/2020,2020-10-19,0.012462,HUF
205/A/NBP/2020,2020-10-20,0.012553,HUF
206/A/NBP/2020,2020-10-21,0.0126,HUF
207/A/NBP/2020,2020-10-22,0.012579,HUF
208/A/NBP/2020,2020-10-23,0.012577,HUF
209/A/NBP/2020,2020-10-26,0.012539,HUF
210/A/NBP/2020,2020-10-27,0.01257,HUF
211/A/NBP/2020,2020-10-28,0.012584,HUF
212/A/NBP/2020,2020-10-29,0.012557,HUF
213/A/NBP/2020,2020-10-30,0.01256,HUF
214/A/NBP/2020,2020-11-02,0.012553,HUF
215/A/NBP/2020,2020-11-03,0.012586,HUF
216/A/NBP/2020,2020-11-04,0.012501,HUF
217/A/NBP/2020,2020-11-05,0.012565,HUF
218/A/NBP/2020,2020-11-06,0.012623,HUF
219/A/NBP/2020,2020-11-09,0.012534,HUF
220/A/NBP/2020,2020-11-10,0.012561,HUF
221/A/NBP/2020,2020-11-12,0.012648,HUF
222/A/NBP/2020,2020-11-13,0.012652,HUF
223/A/NBP/2020,2020-11-16,0.012499,HUF
224/A/NBP/2020,2020-11-17,0.01244,HUF
225/A/NBP/2020,2020-11-18,0.012383,HUF
226/A/NBP/2020,2020-11-19,0.012397,HUF
227/A/NBP/2020,2020-11-20,0.012444,HUF
228/A/NBP/2020,2020-11-23,0.012398,HUF
229/A/NBP/2020,2020-11-24,0.012388,HUF
230/A/NBP/2020,2020-11-25,0.012387,HUF
231/A/NBP/2020,2020-11-26,0.012388,HUF
232/A/NBP/2020,2020-11-27,0.012414,HUF
233/A/NBP/2020,2020-11-30,0.012432,HUF
234/A/NBP/2020,2020-12-01,0.012526,HUF
235/A/NBP/2020,2020-12-02,0.01251,HUF
236/A/NBP/2020,2020-12-03,0.012477,HUF
237/A/NBP/2020,2020-12-04,0.012474,HUF
238/A/NBP/2020,2020-12-07,0.012429,HUF
239/A/NBP/2020,2020-12-08,0.012405,HUF
240/A/NBP/2020,2020-12-09,0.01242,HUF
241/A/NBP/2020,2020-12-10,0.012451,HUF
242/A/NBP/2020,2020-12-11,0.012522,HUF
243/A/NBP/2020,2020-12-14,0.012563,HUF
244/A/NBP/2020,2020-12-15,0.012536,HUF
245/A/NBP/2020,2020-12-16,0.01248,HUF
246/A/NBP/2020,2020-12-17,0.012477,HUF
247/A/NBP/2020,2020-12-18,0.012443,HUF
248/A/NBP/2020,2020-12-21,0.012504,HUF
249/A/NBP/2020,2020-12-22,0.012465,HUF
250/A/NBP/2020,2020-12-23,0.012426,HUF
251/A/NBP/2020,2020-12-24,0.012443,HUF
252/A/NBP/2020,2020-12-28,0.012347,HUF
253/A/NBP/2020,2020-12-29,0.012386,HUF
254/A/NBP/2020,2020-12-30,0.012418,HUF
255/A/NBP/2020,2020-12-31,0.012638,HUF
001/A/NBP/2020,2020-01-02,0.0616,RUB
002/A/NBP/2020,2020-01-03,0.0615,RUB
003/A/NBP/2020,2020-01-07,0.0614,RUB
004/A/NBP/2020,2020-01-08,0.0616,RUB
005/A/NBP/2020,2020-01-09,0.0625,RUB
006/A/NBP/2020,2020-01-10,0.0624,RUB
007/A/NBP/2020,2020-01-13,0.0625,RUB
008/A/NBP/2020,2020-01-14,0.0619,RUB
009/A/NBP/2020,2020-01-15,0.0617,RUB
010/A/NBP/2020,2020-01-16,0.0616,RUB
011/A/NBP/2020,2020-01-17,0.0619,RUB
012/A/NBP/2020,2020-01-20,0.0622,RUB
013/A/NBP/2020,2020-01-21,0.0619,RUB
014/A/NBP/2020,2020-01-22,0.0616,RUB
015/A/NBP/2020,2020-01-23,0.0619,RUB
016/A/NBP/2020,2020-01-24,0.0623,RUB
017/A/NBP/2020,2020-01-27,0.0619,RUB
018/A/NBP/2020,2020-01-28,0.0617,RUB
019/A/NBP/2020,2020-01-29,0.0622,RUB
020/A/NBP/2020,2020-01-30,0.0617,RUB
021/A/NBP/2020,2020-01-31,0.0616,RUB
022/A/NBP/2020,2020-02-03,0.0608,RUB
023/A/NBP/2020,2020-02-04,0.0613,RUB
024/A/NBP/2020,2020-02-05,0.0617,RUB
025/A/NBP/2020,2020-02-06,0.0612,RUB
026/A/NBP/2020,2020-02-07,0.0611,RUB
027/A/NBP/2020,2020-02-10,0.061,RUB
028/A/NBP/2020,2020-02-11,0.0611,RUB
029/A/NBP/2020,2020-02-12,0.0618,RUB
030/A/NBP/2020,2020-02-13,0.0614,RUB
031/A/NBP/2020,2020-02-14,0.0615,RUB
032/A/NBP/2020,2020-02-17,0.0619,RUB
033/A/NBP/2020,2020-02-18,0.0618,RUB
034/A/NBP/2020,2020-02-19,0.0622,RUB
035/A/NBP/2020,2020-02-20,0.0622,RUB
036/A/NBP/2020,2020-02-21,0.0615,RUB
037/A/NBP/2020,2020-02-24,0.0609,RUB
038/A/NBP/2020,2020-02-25,0.0606,RUB
039/A/NBP/2020,2020-02-26,0.0602,RUB
040/A/NBP/2020,2020-02-27,0.06,RUB
041/A/NBP/2020,2020-02-28,0.0582,RUB
042/A/NBP/2020,2020-03-02,0.0587,RUB
043/A/NBP/2020,2020-03-03,0.0584,RUB
044/A/NBP/2020,2020-03-04,0.0586,RUB
045/A/NBP/2020,2020-03-05,0.058,RUB
046/A/NBP/2020,2020-03-06,0.0561,RUB
047/A/NBP/2020,2020-03-09,0.0513,RUB
048/A/NBP/2020,2020-03-10,0.0528,RUB
